#query	KEGG_ko
k141_185412_2	ko:K01610
k141_273504_20	ko:K02003
k141_273504_22	ko:K03925
k141_273504_23	ko:K01160
k141_273504_26	ko:K06168
k141_273504_27	ko:K18707
k141_273504_29	ko:K03498
k141_273504_31	ko:K00525
k141_273504_38	ko:K02316
k141_273504_39	ko:K01496,ko:K11755
k141_273504_40	ko:K02500
k141_273504_41	ko:K01814
k141_273504_43	ko:K02501
k141_273504_44	ko:K01693
k141_273504_45	ko:K00013
k141_273504_46	ko:K00765
k141_273504_47	ko:K00790
k141_273504_48	ko:K02493
k141_273504_49	ko:K02835
k141_273504_50	ko:K02909
k141_273504_51	ko:K03628
k141_273504_56	ko:K06200
k141_273504_57	ko:K09767
k141_273504_60	ko:K03116,ko:K03117
k141_273504_61	ko:K03116
k141_273504_62	ko:K00412,ko:K00971,ko:K02275,ko:K02389,ko:K03177,ko:K17624
k141_273504_67	ko:K19302
k141_273504_68	ko:K07042
k141_273504_69	ko:K06217
k141_273504_74	ko:K10563
k141_273504_79	ko:K04764
k141_273504_80	ko:K01649
k141_273504_81	ko:K00928
k141_273504_82	ko:K01733
k141_273504_83	ko:K00003
k141_273504_84	ko:K14261
k141_273504_85	ko:K03474
k141_273504_86	ko:K17758,ko:K17759
k141_273504_87	ko:K06925
k141_273504_88	ko:K03555
k141_273504_93	ko:K00962
k141_273504_94	ko:K02956
k141_273504_95	ko:K03177
k141_273504_96	ko:K02834
k141_273504_97	ko:K09764
k141_273504_98	ko:K02519
k141_273504_99	ko:K02600
k141_273504_101	ko:K01939
k141_273504_102	ko:K07316
k141_273601_1	ko:K00970
k141_86913_2	ko:K01995
k141_463290_3	ko:K16610
k141_832882_1	ko:K03043
k141_646247_3	ko:K07088
k141_646247_4	ko:K02257
k141_646247_5	ko:K12055
k141_87322_1	ko:K01687
k141_463719_2	ko:K01089,ko:K01693
k141_87374_1	ko:K02493
k141_87374_2	ko:K00031
k141_646450_1	ko:K00281,ko:K00283
k141_646450_4	ko:K12262
k141_646450_6	ko:K02276
k141_1010758_3	ko:K05754
k141_463859_1	ko:K12267
k141_463859_2	ko:K03218
k141_463859_3	ko:K12573
k141_646587_1	ko:K00336
k141_87566_2	ko:K01091
k141_274467_1	ko:K01903,ko:K14067
k141_646643_4	ko:K02267
k141_274824_2	ko:K10805
k141_464320_1	ko:K03844
k141_464322_1	ko:K18459
k141_464483_2	ko:K15512
k141_88215_1	ko:K15539
k141_88248_1	ko:K03438
k141_88248_2	ko:K03586
k141_88248_3	ko:K03587
k141_1011520_2	ko:K15977
k141_1201545_1	ko:K00413
k141_1201545_2	ko:K03599
k141_275329_1	ko:K00003
k141_275329_3	ko:K07462
k141_1011560_1	ko:K09927
k141_275361_2	ko:K03465
k141_647590_1	ko:K00122
k141_647590_2	ko:K00123
k141_464913_2	ko:K08974
k141_647748_2	ko:K01678,ko:K03780
k141_647748_3	ko:K01677,ko:K03779
k141_88746_1	ko:K01677,ko:K03779
k141_88746_2	ko:K00244
k141_647873_1	ko:K02600
k141_647873_2	ko:K09748
k141_647873_3	ko:K01961
k141_647873_4	ko:K02160
k141_647873_5	ko:K03786
k141_1012009_2	ko:K00059
k141_1012009_3	ko:K19802
k141_1012009_4	ko:K18335
k141_1012009_6	ko:K07154
k141_1202204_1	ko:K00765
k141_1202204_2	ko:K00054
k141_834612_1	ko:K00053
k141_275978_1	ko:K07402
k141_275978_2	ko:K13482
k141_275978_3	ko:K13481
k141_275978_4	ko:K01477
k141_275978_5	ko:K01483
k141_1012142_1	ko:K18707
k141_1012179_1	ko:K05539
k141_1012179_3	ko:K03703
k141_276206_2	ko:K03724
k141_89271_1	ko:K01740
k141_89271_2	ko:K02492
k141_465577_1	ko:K01069
k141_465577_2	ko:K00241
k141_465577_3	ko:K00242
k141_465577_4	ko:K00239
k141_465577_5	ko:K00240
k141_465577_6	ko:K00209
k141_465577_7	ko:K00627
k141_465577_8	ko:K00163
k141_648475_1	ko:K01996
k141_648475_2	ko:K01912
k141_276589_1	ko:K03650
k141_276589_2	ko:K07305
k141_276589_4	ko:K05527
k141_276589_5	ko:K03769
k141_1202784_2	ko:K02035
k141_1012602_2	ko:K02199
k141_1012602_3	ko:K02198
k141_648811_2	ko:K05710
k141_276750_1	ko:K01153
k141_276750_3	ko:K03086
k141_276750_6	ko:K03642
k141_276750_7	ko:K00620
k141_276750_8	ko:K00145
k141_276750_9	ko:K02996
k141_276750_10	ko:K02871
k141_276750_11	ko:K03617,ko:K08999
k141_276750_12	ko:K08999
k141_276750_13	ko:K01153
k141_276750_14	ko:K01154
k141_276750_16	ko:K03427
k141_466073_2	ko:K20866
k141_466073_6	ko:K02336
k141_466073_9	ko:K00249
k141_466073_10	ko:K02902
k141_466073_11	ko:K02913
k141_466073_12	ko:K10563
k141_466073_13	ko:K00954
k141_1203078_1	ko:K01689
k141_1203078_2	ko:K01689
k141_649159_1	ko:K02558
k141_649159_2	ko:K03673
k141_89897_1	ko:K01843
k141_649221_3	ko:K15724
k141_649221_4	ko:K06891
k141_649221_5	ko:K03694
k141_649221_6	ko:K09700
k141_277067_2	ko:K00088
k141_277067_3	ko:K00796
k141_277067_4	ko:K07142
k141_277067_6	ko:K01951
k141_90023_2	ko:K09948
k141_649371_2	ko:K01881
k141_90033_1	ko:K13766
k141_90033_2	ko:K00020
k141_1203527_1	ko:K02036
k141_1203527_2	ko:K02039
k141_1203688_5	ko:K01915
k141_90445_1	ko:K01591
k141_90445_3	ko:K15888
k141_90445_4	ko:K08975
k141_90448_2	ko:K03704
k141_1203944_1	ko:K00951,ko:K01139
k141_1203944_3	ko:K00942
k141_836288_1	ko:K07317
k141_836288_3	ko:K01998
k141_836288_4	ko:K01997
k141_836423_2	ko:K10112
k141_277758_1	ko:K03427
k141_277758_4	ko:K00172
k141_277758_5	ko:K00170
k141_277758_6	ko:K00169
k141_277758_9	ko:K01251
k141_277758_10	ko:K00789
k141_277758_12	ko:K22405
k141_277758_15	ko:K07316
k141_277758_17	ko:K03977
k141_277758_21	ko:K00297
k141_277758_22	ko:K01886
k141_277758_25	ko:K01885
k141_277758_28	ko:K01923
k141_277758_29	ko:K00405
k141_277758_31	ko:K00639,ko:K00652
k141_277758_32	ko:K01652
k141_277758_33	ko:K01653
k141_277758_34	ko:K00053
k141_277758_35	ko:K01613
k141_277758_36	ko:K17103
k141_277758_37	ko:K01649
k141_277758_40	ko:K00052
k141_277758_42	ko:K00133
k141_277758_44	ko:K06381
k141_277758_45	ko:K07568
k141_277758_46	ko:K03770
k141_277758_57	ko:K09791
k141_277758_59	ko:K01802,ko:K03772
k141_277758_60	ko:K00605
k141_277758_61	ko:K01515
k141_277758_63	ko:K00571
k141_277758_64	ko:K07394
k141_277758_65	ko:K00281,ko:K00283
k141_277758_68	ko:K03530
k141_277758_69	ko:K03636
k141_277758_71	ko:K00688,ko:K15760,ko:K16157,ko:K16242,ko:K18223,ko:K22353,ko:K22357
k141_277758_74	ko:K07755
k141_277758_75	ko:K01057
k141_277758_77	ko:K00616
k141_277758_78	ko:K21929
k141_277758_79	ko:K16785
k141_277758_80	ko:K00567
k141_277758_81	ko:K01918
k141_277758_82	ko:K00950
k141_277758_83	ko:K10206
k141_277758_85	ko:K03427
k141_277758_86	ko:K01154
k141_277758_87	ko:K01951
k141_277758_88	ko:K00570
k141_277758_90	ko:K06147,ko:K11085
k141_277758_93	ko:K00091
k141_277758_94	ko:K13789
k141_277758_104	ko:K03701
k141_277758_106	ko:K03551
k141_467188_2	ko:K03743
k141_1013817_1	ko:K03498
k141_1013817_2	ko:K03499
k141_278135_2	ko:K01754
k141_278135_4	ko:K01692
k141_278135_7	ko:K18989
k141_278135_8	ko:K18990
k141_278135_9	ko:K01759
k141_278135_11	ko:K03929
k141_278135_14	ko:K00573
k141_1204371_1	ko:K01652
k141_91052_1	ko:K03596
k141_91052_2	ko:K01915,ko:K20712
k141_91052_3	ko:K02902
k141_91052_4	ko:K02913
k141_91052_5	ko:K01259
k141_1204728_4	ko:K09136
k141_1204728_5	ko:K00571,ko:K07319
k141_1204728_7	ko:K00590
k141_1204728_8	ko:K07340
k141_1204728_9	ko:K07448
k141_650876_1	ko:K01652,ko:K03852
k141_650894_1	ko:K01469
k141_278671_2	ko:K17266
k141_837270_4	ko:K02058
k141_837270_5	ko:K07127
k141_837270_6	ko:K01486
k141_837270_7	ko:K02056
k141_1014422_1	ko:K11780
k141_1014422_2	ko:K11781
k141_1014422_4	ko:K07301
k141_1014422_6	ko:K16955,ko:K22491
k141_468182_1	ko:K02967
k141_468182_2	ko:K02357
k141_468182_3	ko:K00088
k141_468182_4	ko:K01951
k141_278859_1	ko:K00315
k141_91630_1	ko:K03296
k141_279041_1	ko:K02055
k141_468361_3	ko:K02025
k141_468361_4	ko:K02026
k141_468361_6	ko:K10111
k141_279201_1	ko:K04078
k141_279201_2	ko:K04077
k141_279201_3	ko:K04078
k141_1205482_1	ko:K04487
k141_1014783_2	ko:K01951
k141_1014783_3	ko:K09118
k141_1014783_4	ko:K02683
k141_1014783_5	ko:K18882
k141_1014783_6	ko:K01151
k141_92169_2	ko:K01992
k141_92169_3	ko:K01990
k141_651442_3	ko:K06048
k141_1205754_1	ko:K02899
k141_1205754_2	ko:K02888
k141_1205754_3	ko:K00383
k141_279644_1	ko:K00590
k141_469006_1	ko:K09726
k141_651762_1	ko:K10455
k141_651762_2	ko:K10443
k141_651762_4	ko:K10457
k141_651762_5	ko:K02257
k141_1206179_1	ko:K02575
k141_1206179_2	ko:K04561
k141_1206247_3	ko:K03650
k141_469528_5	ko:K03592
k141_469528_6	ko:K03657
k141_92911_2	ko:K11179
k141_92911_3	ko:K00245
k141_652265_2	ko:K10446
k141_652265_3	ko:K15444
k141_280455_1	ko:K09817
k141_280455_2	ko:K09816
k141_1206530_1	ko:K07317
k141_1206530_3	ko:K00762
k141_93014_1	ko:K03977
k141_652552_1	ko:K02034
k141_652552_2	ko:K02033
k141_652552_3	ko:K00590
k141_652552_4	ko:K00590
k141_469968_1	ko:K02026
k141_469968_2	ko:K02025
k141_1206898_1	ko:K07107
k141_1206898_2	ko:K03551
k141_281033_2	ko:K15633
k141_281033_3	ko:K01011
k141_281033_5	ko:K03307,ko:K11928
k141_652772_2	ko:K04763
k141_652772_4	ko:K02056
k141_470138_1	ko:K01494
k141_470138_2	ko:K00571,ko:K07316
k141_470225_3	ko:K00526
k141_470225_4	ko:K00525
k141_470225_5	ko:K00864
k141_470225_7	ko:K00611,ko:K09065,ko:K13252
k141_470225_8	ko:K00821
k141_470225_9	ko:K14155
k141_470225_10	ko:K07390
k141_470225_11	ko:K03683
k141_470225_12	ko:K01940
k141_470225_16	ko:K04750
k141_1016057_1	ko:K02052
k141_1016057_2	ko:K02055
k141_1016057_5	ko:K02054
k141_470275_1	ko:K03072
k141_1016155_2	ko:K03829
k141_1016155_3	ko:K00108
k141_281619_1	ko:K00394
k141_281619_3	ko:K00395
k141_281619_5	ko:K03628
k141_1207390_2	ko:K01679
k141_470698_2	ko:K18700
k141_653489_1	ko:K02055
k141_1207720_1	ko:K00681
k141_1207720_2	ko:K13288
k141_1207720_3	ko:K00208
k141_840173_1	ko:K01644,ko:K18292
k141_1208277_1	ko:K01912
k141_1208277_2	ko:K01996
k141_1208277_4	ko:K01999
k141_1208277_5	ko:K01998
k141_1208277_6	ko:K01997
k141_1208277_7	ko:K01897
k141_94671_1	ko:K00003,ko:K00058,ko:K01754,ko:K04517,ko:K04767
k141_94671_2	ko:K01590,ko:K13745
k141_94671_4	ko:K01934
k141_94671_7	ko:K01262
k141_94671_8	ko:K03185
k141_94671_9	ko:K03184,ko:K18800
k141_94671_10	ko:K10773
k141_94671_12	ko:K03614
k141_471813_1	ko:K05838
k141_654217_1	ko:K01881
k141_1017312_2	ko:K01679
k141_94846_4	ko:K01710,ko:K01784
k141_94846_5	ko:K07396
k141_94994_1	ko:K13894
k141_94994_2	ko:K13895
k141_94994_3	ko:K02031,ko:K02032,ko:K13896
k141_283213_2	ko:K01887
k141_283213_3	ko:K00773
k141_283213_4	ko:K03210
k141_283213_5	ko:K03072
k141_283213_6	ko:K03074
k141_283213_11	ko:K02573
k141_283213_13	ko:K00373,ko:K17052
k141_283213_17	ko:K03116
k141_283213_19	ko:K00373,ko:K17052
k141_283213_23	ko:K01687
k141_1017588_1	ko:K00600
k141_1017588_3	ko:K11752
k141_1017588_4	ko:K01775
k141_1017661_3	ko:K00003
k141_1017784_1	ko:K03688
k141_95335_2	ko:K01952
k141_283515_3	ko:K00363,ko:K05710,ko:K17247
k141_95522_1	ko:K03639
k141_284000_2	ko:K02548
k141_284000_4	ko:K18285
k141_95787_5	ko:K00317
k141_655476_9	ko:K13912
k141_655476_10	ko:K13912
k141_655476_11	ko:K09624,ko:K13912
k141_655479_1	ko:K01156
k141_841859_2	ko:K03684
k141_1018371_2	ko:K03544
k141_473232_1	ko:K09817
k141_473241_1	ko:K01869
k141_96036_1	ko:K13525
k141_284504_1	ko:K02132
k141_284504_2	ko:K02111
k141_284504_3	ko:K02115
k141_284504_4	ko:K02112
k141_284504_5	ko:K02114
k141_284504_6	ko:K01907
k141_655676_2	ko:K07708
k141_655676_3	ko:K07712
k141_655676_4	ko:K03216
k141_655676_5	ko:K03071
k141_655676_6	ko:K01011
k141_655676_7	ko:K15633
k141_655676_10	ko:K02020
k141_655676_11	ko:K02018
k141_655676_12	ko:K02017
k141_655676_15	ko:K00058
k141_655676_16	ko:K07334
k141_655676_17	ko:K21498
k141_655676_18	ko:K00806
k141_655676_19	ko:K00981
k141_655676_20	ko:K11749
k141_655676_21	ko:K07277
k141_655676_23	ko:K02536
k141_655676_24	ko:K02372
k141_655676_25	ko:K00677
k141_655676_26	ko:K00748
k141_655676_27	ko:K03470
k141_655676_28	ko:K02337
k141_655676_29	ko:K04075
k141_655676_30	ko:K05820
k141_655676_31	ko:K00097
k141_1210083_2	ko:K02197
k141_655788_1	ko:K00758
k141_655788_2	ko:K07259
k141_655788_3	ko:K01755
k141_655788_4	ko:K07390
k141_655788_5	ko:K03771
k141_655788_6	ko:K00097
k141_655788_7	ko:K02528
k141_473565_1	ko:K03596
k141_473565_2	ko:K03100
k141_655872_1	ko:K20035
k141_284704_2	ko:K09627
k141_473578_4	ko:K06204
k141_473578_5	ko:K03406,ko:K13243
k141_473578_6	ko:K07113
k141_473593_2	ko:K00278
k141_473593_3	ko:K03553
k141_473593_4	ko:K03565
k141_473593_5	ko:K07106
k141_96374_1	ko:K00548
k141_96374_3	ko:K00343
k141_96374_4	ko:K00342
k141_96374_5	ko:K00341
k141_96374_6	ko:K00340
k141_96374_7	ko:K00339
k141_96374_8	ko:K00338
k141_96374_9	ko:K00337
k141_96374_10	ko:K00336
k141_1018780_1	ko:K03797
k141_1210489_2	ko:K00820
k141_285123_1	ko:K17758
k141_285123_3	ko:K03439
k141_285123_5	ko:K02527
k141_285123_7	ko:K06940
k141_285123_8	ko:K03671
k141_285123_9	ko:K03628
k141_285123_10	ko:K02427
k141_285123_11	ko:K03798
k141_285123_13	ko:K03431
k141_285123_14	ko:K01768
k141_285123_18	ko:K00782
k141_285123_19	ko:K00018,ko:K00058
k141_285123_20	ko:K18929
k141_285123_21	ko:K11473,ko:K18928
k141_285123_22	ko:K02078
k141_285123_23	ko:K09458
k141_285123_24	ko:K03529
k141_473949_1	ko:K02027
k141_473949_2	ko:K01619
k141_474053_2	ko:K00830
k141_842768_2	ko:K00899
k141_1210897_1	ko:K00344
k141_96939_2	ko:K00931
k141_96939_3	ko:K03979
k141_96939_4	ko:K02899
k141_96939_5	ko:K02888
k141_96939_6	ko:K00942
k141_474333_1	ko:K00111
k141_474333_2	ko:K17324
k141_1019324_2	ko:K00375
k141_285774_1	ko:K12574
k141_285774_2	ko:K04794
k141_285774_3	ko:K18235
k141_474610_1	ko:K00381
k141_656930_1	ko:K05516
k141_656930_2	ko:K18997
k141_1211406_1	ko:K00571
k141_657005_1	ko:K17228
k141_657005_3	ko:K09883
k141_657005_4	ko:K09882
k141_657005_8	ko:K00666
k141_657005_9	ko:K00590
k141_97542_1	ko:K03327
k141_97542_2	ko:K06999
k141_1019649_1	ko:K13810
k141_1019649_2	ko:K01878
k141_286294_1	ko:K06889
k141_286294_2	ko:K02062
k141_1019664_1	ko:K02472
k141_475163_2	ko:K01876
k141_1212094_1	ko:K01256
k141_98086_2	ko:K03430
k141_1212127_2	ko:K14733
k141_475543_2	ko:K06966
k141_475543_3	ko:K15016
k141_475543_6	ko:K02503
k141_475543_14	ko:K01845
k141_475543_15	ko:K02039
k141_475543_16	ko:K03741
k141_475543_17	ko:K06188
k141_475543_21	ko:K01845
k141_475543_22	ko:K01749
k141_475543_23	ko:K02303
k141_475543_24	ko:K01719
k141_475543_25	ko:K09014
k141_475543_26	ko:K09014,ko:K09015
k141_475543_27	ko:K05710
k141_475543_28	ko:K11717
k141_475543_29	ko:K04488
k141_1020211_1	ko:K00759,ko:K17820
k141_1020217_1	ko:K00381
k141_1212548_1	ko:K01153
k141_1212548_2	ko:K00615
k141_844486_1	ko:K01782
k141_1212618_1	ko:K07552
k141_287261_1	ko:K01868
k141_287261_2	ko:K02520
k141_287261_3	ko:K02916
k141_287261_4	ko:K02887
k141_1020339_1	ko:K09849
k141_98653_1	ko:K01740
k141_658223_1	ko:K10747
k141_98753_1	ko:K01889
k141_98753_3	ko:K02887
k141_1212831_1	ko:K05837
k141_1212831_2	ko:K05515
k141_1212831_3	ko:K03571
k141_1212831_4	ko:K03570
k141_1212831_5	ko:K03569
k141_844766_1	ko:K07182
k141_1020623_1	ko:K01387
k141_1020623_3	ko:K05607
k141_1020623_4	ko:K03292
k141_1020623_5	ko:K00252
k141_1020623_6	ko:K01591
k141_1020623_7	ko:K01053
k141_1020623_8	ko:K03611
k141_1020623_9	ko:K03427
k141_1213115_2	ko:K00375,ko:K05825
k141_845137_1	ko:K11942
k141_99118_1	ko:K03496
k141_99118_2	ko:K03497
k141_99118_5	ko:K06895
k141_1213389_2	ko:K02372
k141_658876_3	ko:K03686
k141_658876_4	ko:K03722
k141_1020929_1	ko:K03584
k141_476563_1	ko:K00820
k141_658967_2	ko:K00992
k141_99430_1	ko:K01681
k141_845969_1	ko:K01912
k141_845989_1	ko:K14941
k141_845989_2	ko:K11212
k141_845989_3	ko:K12234
k141_845989_4	ko:K06988
k141_477185_2	ko:K01246
k141_477185_8	ko:K03307
k141_289082_1	ko:K09700
k141_289200_2	ko:K00322
k141_289200_4	ko:K01940
k141_846504_1	ko:K00185
k141_100374_1	ko:K01465
k141_100374_2	ko:K02031
k141_100374_3	ko:K10823
k141_100374_4	ko:K01262
k141_289235_1	ko:K01902
k141_289235_2	ko:K01903
k141_289434_2	ko:K00145
k141_289446_2	ko:K07684
k141_289446_3	ko:K00571,ko:K00590
k141_100717_11	ko:K07451
k141_846854_1	ko:K01937
k141_846854_2	ko:K01627
k141_846854_3	ko:K00821
k141_1022001_1	ko:K18707
k141_1022001_2	ko:K05997,ko:K13628
k141_1022001_6	ko:K14083
k141_1022001_7	ko:K07576
k141_1022001_8	ko:K00315
k141_289731_2	ko:K02035
k141_289731_3	ko:K02033
k141_289731_4	ko:K02034
k141_289731_5	ko:K02031,ko:K02032
k141_289731_6	ko:K00101,ko:K15054
k141_289731_7	ko:K01652
k141_289731_9	ko:K00605,ko:K17486
k141_289731_10	ko:K00073
k141_289731_11	ko:K00927
k141_100906_1	ko:K11779
k141_660508_2	ko:K00772,ko:K19696
k141_101004_1	ko:K03296,ko:K18138
k141_101249_3	ko:K01800,ko:K01801
k141_101249_4	ko:K16171
k141_101249_5	ko:K00451
k141_101249_11	ko:K15866
k141_1022261_2	ko:K00955,ko:K00956
k141_1022287_2	ko:K09930
k141_1022287_3	ko:K09929
k141_1022287_4	ko:K04754
k141_1022287_5	ko:K02485,ko:K07315
k141_847672_3	ko:K01715,ko:K16880
k141_847672_4	ko:K10119
k141_847672_5	ko:K02025
k141_847672_6	ko:K02027
k141_290441_1	ko:K00626
k141_290441_2	ko:K00253
k141_290444_1	ko:K01908
k141_290444_2	ko:K01578
k141_290444_3	ko:K01692
k141_101610_1	ko:K09817
k141_101610_2	ko:K09815
k141_661158_1	ko:K01496,ko:K11755
k141_661158_2	ko:K03688
k141_661158_4	ko:K03183
k141_661158_5	ko:K01814
k141_661158_6	ko:K03667
k141_661158_7	ko:K01419
k141_661158_8	ko:K01887
k141_661158_9	ko:K04066
k141_661158_10	ko:K02909
k141_661158_13	ko:K00027,ko:K00029
k141_661158_14	ko:K05366
k141_1215650_3	ko:K12812
k141_1215650_4	ko:K12812
k141_1215650_6	ko:K12812,ko:K13182
k141_1215650_7	ko:K07112
k141_1215650_9	ko:K17226
k141_101656_1	ko:K03665
k141_101656_2	ko:K03666
k141_478831_1	ko:K07552
k141_101902_1	ko:K03523
k141_101902_3	ko:K01682
k141_101924_3	ko:K03106
k141_661413_1	ko:K18593
k141_101928_6	ko:K07068
k141_101928_7	ko:K00626
k141_101928_9	ko:K09121
k141_101928_10	ko:K06898
k141_101928_11	ko:K06864,ko:K09121
k141_101928_14	ko:K01644
k141_101928_16	ko:K00249
k141_101928_17	ko:K03723
k141_101928_19	ko:K00772,ko:K03783,ko:K03815,ko:K19696
k141_101928_20	ko:K00760
k141_101928_21	ko:K16052
k141_101928_24	ko:K07236
k141_848357_3	ko:K03424
k141_848627_1	ko:K01599
k141_479673_1	ko:K00606
k141_848810_1	ko:K00483
k141_848810_2	ko:K22081
k141_479839_2	ko:K02002
k141_479839_4	ko:K09986
k141_479995_2	ko:K02983
k141_479995_3	ko:K01092
k141_479995_5	ko:K04800
k141_479995_10	ko:K03646
k141_479995_11	ko:K02492
k141_479995_13	ko:K00528
k141_479995_14	ko:K18604
k141_479995_15	ko:K18603
k141_479995_16	ko:K18605
k141_849731_3	ko:K01740
k141_849731_4	ko:K06929
k141_1024088_1	ko:K11137,ko:K14834
k141_1024088_2	ko:K11137,ko:K14834
k141_1217495_3	ko:K06147
k141_480706_1	ko:K02012,ko:K11081
k141_480706_2	ko:K02011
k141_480706_3	ko:K02010
k141_103607_1	ko:K03794
k141_103607_3	ko:K05589
k141_480849_1	ko:K03601
k141_1024743_1	ko:K15684
k141_664024_2	ko:K02000
k141_664024_3	ko:K02001
k141_664024_4	ko:K02002
k141_1024975_1	ko:K03685
k141_1024975_2	ko:K03595
k141_1024975_3	ko:K03584
k141_1024975_4	ko:K00997
k141_664293_1	ko:K00864
k141_482265_4	ko:K01246
k141_482265_6	ko:K03702
k141_482265_8	ko:K02959
k141_482265_10	ko:K02860
k141_482265_11	ko:K00554
k141_482265_12	ko:K02884
k141_482265_13	ko:K03470
k141_482265_14	ko:K07460
k141_482265_15	ko:K09812
k141_482265_16	ko:K09811
k141_482265_17	ko:K21471
k141_482265_18	ko:K03797
k141_482265_19	ko:K02347,ko:K03581,ko:K04477
k141_482265_20	ko:K03154
k141_482265_21	ko:K03149
k141_482265_22	ko:K00788
k141_482265_23	ko:K13527
k141_482265_24	ko:K13571,ko:K20814
k141_482265_25	ko:K03433
k141_482265_26	ko:K03432
k141_294338_1	ko:K00681
k141_294338_2	ko:K02032
k141_294338_3	ko:K02031
k141_294338_4	ko:K02034
k141_294338_5	ko:K02033
k141_294338_6	ko:K02035
k141_294338_10	ko:K09144
k141_294338_12	ko:K09144
k141_664667_2	ko:K02198
k141_664667_3	ko:K02199
k141_664667_4	ko:K02200
k141_664667_7	ko:K03453
k141_664667_8	ko:K00799
k141_664667_11	ko:K02200
k141_664667_12	ko:K00147
k141_664667_13	ko:K00640
k141_664667_14	ko:K00858
k141_664667_16	ko:K07402
k141_664667_17	ko:K01256
k141_664667_18	ko:K00254
k141_664667_19	ko:K03320
k141_664667_22	ko:K01921
k141_1025690_1	ko:K21703
k141_1025690_2	ko:K01447,ko:K03806
k141_664845_2	ko:K00833
k141_664845_3	ko:K01525
k141_664845_4	ko:K06195
k141_664845_5	ko:K07391
k141_664845_6	ko:K09806
k141_664845_7	ko:K04751,ko:K04752
k141_664845_8	ko:K03320
k141_664845_10	ko:K00014
k141_664845_14	ko:K01494
k141_664845_15	ko:K03593
k141_664845_16	ko:K01874
k141_664845_18	ko:K03616
k141_664845_19	ko:K03615
k141_664845_20	ko:K03614
k141_664845_21	ko:K03612
k141_664845_22	ko:K06147,ko:K06148
k141_664845_23	ko:K18691
k141_664845_24	ko:K03734
k141_664845_28	ko:K06180
k141_664845_29	ko:K00266
k141_664845_30	ko:K00265,ko:K00284
k141_482625_6	ko:K00104
k141_851833_3	ko:K03426
k141_295179_6	ko:K01156
k141_295179_9	ko:K01990
k141_295179_10	ko:K01992
k141_295179_14	ko:K00507
k141_295179_16	ko:K03704,ko:K05809
k141_295179_17	ko:K02342
k141_295179_18	ko:K02014
k141_295179_19	ko:K01719,ko:K13542
k141_295179_24	ko:K01142,ko:K10773
k141_295179_25	ko:K02970
k141_295179_26	ko:K00325
k141_295179_27	ko:K00324
k141_295179_28	ko:K00324
k141_1026206_1	ko:K07452
k141_295317_1	ko:K00185
k141_295317_2	ko:K02224
k141_295317_3	ko:K02224
k141_295317_5	ko:K13628
k141_295356_2	ko:K02876
k141_1219971_1	ko:K03215
k141_1219971_3	ko:K12339
k141_1220265_1	ko:K01638
k141_665894_1	ko:K00906
k141_665894_2	ko:K01637
k141_483689_1	ko:K01081
k141_852830_1	ko:K00134
k141_852830_2	ko:K00927
k141_106242_1	ko:K00500
k141_106242_2	ko:K01759,ko:K05606
k141_106242_3	ko:K03184,ko:K18800
k141_106242_4	ko:K00605
k141_106242_5	ko:K02437
k141_106242_6	ko:K00282
k141_106242_7	ko:K00281,ko:K00283
k141_106242_10	ko:K09456
k141_483755_1	ko:K02026
k141_483755_2	ko:K02025
k141_483755_3	ko:K02027
k141_483755_4	ko:K10112
k141_483859_2	ko:K07126
k141_296188_1	ko:K00970
k141_296188_2	ko:K01754
k141_296188_4	ko:K21929
k141_1220770_1	ko:K09005
k141_1220770_3	ko:K07090
k141_296284_1	ko:K22027
k141_296284_2	ko:K06147,ko:K18890
k141_296284_3	ko:K06147
k141_296284_4	ko:K02014
k141_484227_5	ko:K02837
k141_296501_1	ko:K01956
k141_1027228_2	ko:K08299
k141_1027228_3	ko:K01895
k141_296997_1	ko:K09702
k141_667173_1	ko:K01681
k141_667173_3	ko:K00239
k141_667173_5	ko:K01903
k141_667173_6	ko:K01902
k141_667173_11	ko:K07316
k141_107363_2	ko:K01687
k141_1221831_1	ko:K07263
k141_1221831_3	ko:K07263
k141_667427_1	ko:K08299
k141_667427_2	ko:K07749
k141_667427_4	ko:K02050
k141_667427_5	ko:K02049
k141_667427_6	ko:K02051
k141_667427_8	ko:K19265
k141_1221973_1	ko:K03592
k141_1221973_2	ko:K08311
k141_1221973_4	ko:K19416
k141_854533_1	ko:K07133
k141_1222247_1	ko:K00412
k141_108017_1	ko:K11754
k141_108017_2	ko:K01963
k141_108017_3	ko:K01817
k141_108021_3	ko:K03885
k141_1222316_2	ko:K02600
k141_298312_3	ko:K00925,ko:K08884,ko:K11894
k141_298312_5	ko:K05916
k141_298312_9	ko:K03292
k141_298312_11	ko:K05349
k141_298312_12	ko:K19577
k141_1028656_1	ko:K01623
k141_668389_2	ko:K01751
k141_108719_1	ko:K01251
k141_108719_2	ko:K00297
k141_108719_3	ko:K02453
k141_1223199_2	ko:K03089
k141_1029182_5	ko:K07068
k141_298997_1	ko:K02844
k141_298997_2	ko:K02848
k141_668848_1	ko:K08775
k141_108964_1	ko:K02952
k141_856017_1	ko:K01586
k141_1223473_1	ko:K01895
k141_856263_1	ko:K02036
k141_856263_2	ko:K02039
k141_109354_1	ko:K03086
k141_109354_2	ko:K06016
k141_487110_1	ko:K18122
k141_487110_3	ko:K00249
